id,sex,age,height,weight,income,education,confession,children,happiness,fitness,food,alcohol,tattoos,rhine,datause,consultations,hiking,fasnacht,eyecor
3169,male,57,171.6,105.3,NA,SEK_III,other,4,6,5,NA,21,0,1,92,3,10,no,yes
3170,male,47,181.1,83.5,NA,SEK_III,catholic,2,6,8,NA,56,1,4,93,6,82,no,no
3171,male,50,183.7,85.3,7900,SEK_III,catholic,1,8,7,1040,16,2,6,102,2,111,no,yes
3172,female,44,184.1,53,6300,apprenticeship,evangelical-reformed,1,5,4,680,0,5,3,94,3,48,no,yes
3173,female,41,142,70.1,7100,obligatory_school,NA,1,5,5,490,24,0,4,107,4,72,no,yes
3174,female,54,168.9,63.9,1e4,SEK_III,catholic,3,7,7,1430,0,0,3,104,2,53,no,yes
3175,female,60,159.3,66,9300,apprenticeship,confessionless,3,7,4,1310,27,0,4,114,5,62,no,no
3176,female,29,152,57.5,4500,apprenticeship,other,1,6,4,710,23,5,3,121,6,82,no,yes
3177,female,27,168.9,NA,4500,SEK_III,catholic,3,10,3,840,19,1,4,104,8,86,no,yes
3178,female,72,168.2,NA,NA,SEK_III,muslim,1,6,5,NA,24,0,3,101,6,56,no,yes
3179,female,38,178.3,47.5,NA,apprenticeship,muslim,2,7,5,NA,20,4,2,67,4,47,no,no
3180,female,44,143.3,71.1,7700,apprenticeship,catholic,1,7,4,680,27,0,3,111,1,96,no,yes
3181,female,31,178.1,64.8,4200,apprenticeship,evangelical-reformed,3,5,3,420,22,5,2,86,3,56,no,no
3182,male,35,196.7,86.4,3500,SEK_III,evangelical-reformed,2,7,2,370,33,0,5,86,2,44,no,yes
3183,female,50,176.9,53.3,7800,SEK_III,evangelical-reformed,3,7,5,970,22,0,1,102,3,19,no,no
3184,male,54,176.9,81,NA,apprenticeship,evangelical-reformed,3,7,5,NA,52,0,3,109,2,55,no,no
3185,male,26,182.9,92.9,3300,apprenticeship,confessionless,1,7,3,360,38,0,7,86,4,85,no,no
3186,male,50,180.4,87.3,5e3,SEK_III,catholic,1,7,7,30,38,2,5,110,1,64,no,yes
3187,female,87,165.8,56.1,13400,SEK_II,catholic,2,6,7,1290,45,4,5,109,4,84,no,no
3188,female,53,180,77.3,9300,apprenticeship,confessionless,5,10,8,900,46,0,4,113,4,49,no,yes
3189,male,68,154.4,86.3,11700,SEK_III,catholic,3,6,5,830,57,2,4,118,3,94,no,yes
3190,male,25,181.3,78.9,1600,apprenticeship,confessionless,4,7,3,280,7,0,0,51,2,77,no,no
3191,male,23,173.1,101.2,3500,apprenticeship,catholic,2,7,4,330,53,3,6,103,2,52,no,yes
3192,male,22,172.7,84.3,6500,apprenticeship,NA,2,7,4,260,52,0,9,107,5,75,no,yes
3193,male,37,183.6,96,4e3,SEK_III,confessionless,0,8,5,1030,0,0,5,82,1,37,no,yes
3194,female,43,155.2,57.8,8400,apprenticeship,confessionless,2,7,8,1e3,0,0,4,107,5,93,no,no
3195,female,21,161.4,70.9,4400,SEK_III,catholic,1,7,4,550,44,0,5,114,6,37,no,yes
3196,male,51,188.4,NA,NA,SEK_III,confessionless,4,7,3,NA,43,7,5,86,4,39,no,yes
3197,male,31,178.1,106.5,NA,SEK_III,confessionless,1,7,5,NA,0,0,1,54,5,64,no,yes
3198,male,42,185,86.6,NA,SEK_III,catholic,2,7,9,NA,47,0,7,148,4,50,no,yes
3199,male,29,178,86,NA,SEK_III,catholic,4,7,7,NA,37,0,6,81,6,70,no,yes
3200,female,98,151.2,65.8,15600,SEK_III,catholic,2,7,4,2170,3,0,6,103,5,61,no,yes
3201,female,46,163.7,60.5,6600,SEK_III,confessionless,2,7,4,1060,0,8,5,80,5,42,no,yes
3202,male,31,176.2,104,5500,apprenticeship,confessionless,1,10,9,1030,31,6,3,128,2,51,no,yes
3203,female,51,195.1,60.1,NA,SEK_III,catholic,2,8,4,NA,25,0,7,86,6,67,no,yes
3204,female,43,167.3,60,7e3,apprenticeship,catholic,1,8,9,820,20,0,4,70,5,65,no,yes
3205,male,63,180.7,74.8,NA,apprenticeship,evangelical-reformed,2,7,5,NA,19,2,3,83,4,61,no,yes
3206,male,39,180.8,70.6,NA,SEK_III,catholic,0,6,6,NA,34,6,6,83,1,77,no,yes
3207,male,31,191.1,79.3,5400,apprenticeship,catholic,2,8,4,580,13,0,5,30,4,49,no,no
3208,female,60,163.6,75.7,NA,apprenticeship,NA,2,7,7,NA,0,0,7,70,4,48,no,yes
3209,male,57,178.4,96.9,9400,SEK_II,catholic,1,5,7,410,64,0,0,71,1,0,no,yes
3210,female,40,154.1,51.8,NA,apprenticeship,catholic,1,8,6,NA,30,0,3,79,1,76,no,yes
3211,female,51,173.9,72,8900,SEK_II,confessionless,2,5,2,940,26,0,4,100,4,19,no,no
3212,female,44,164.3,66.4,8700,SEK_III,evangelical-reformed,0,8,5,960,0,0,4,93,6,45,no,yes
3213,female,23,155.2,63.1,4700,obligatory_school,confessionless,1,7,8,510,37,5,7,94,3,83,no,no
3214,female,58,179.4,49.8,8100,apprenticeship,confessionless,2,7,4,1200,30,0,2,86,6,66,no,yes
3215,female,79,154.9,NA,12100,SEK_III,catholic,1,8,6,1440,23,0,5,101,4,27,no,yes
3216,female,61,182.4,53.8,NA,SEK_III,confessionless,1,6,8,NA,26,0,8,74,3,60,no,no
3217,female,25,171.1,66.9,3800,apprenticeship,catholic,1,10,7,440,22,0,4,52,2,74,no,no
3218,male,78,174.4,91.4,12300,SEK_III,evangelical-reformed,3,7,5,1020,45,0,5,99,3,77,no,no
3219,female,40,168.8,57.4,5500,apprenticeship,catholic,3,7,5,590,0,2,4,61,5,28,no,yes
3220,female,36,170.9,65.4,5400,SEK_III,other,1,7,8,710,37,0,8,89,3,72,no,yes
3221,female,22,169.7,69.7,5200,SEK_III,NA,0,7,8,700,0,5,2,61,4,44,no,no
3222,female,37,147.7,NA,6500,apprenticeship,NA,3,8,5,840,34,0,6,98,7,63,no,yes
3223,female,43,161.9,77.8,5900,SEK_III,catholic,2,7,2,540,25,0,5,103,6,73,no,no
3224,female,58,171.4,81.8,NA,SEK_III,catholic,3,7,6,NA,21,2,3,67,6,38,no,no
3225,female,31,157.9,75.1,3200,SEK_III,confessionless,1,6,6,90,28,0,4,68,0,58,no,no
3226,male,31,166,89.5,6700,SEK_III,confessionless,3,5,8,280,70,10,4,65,4,47,no,no
3227,male,27,169.9,93.7,4300,apprenticeship,evangelical-reformed,1,7,4,640,0,2,6,109,5,46,no,yes
3228,male,41,190.8,111.3,6100,SEK_II,evangelical-reformed,2,7,7,1060,9,4,3,69,3,71,no,no
3229,male,48,179.7,77.1,5700,SEK_III,evangelical-reformed,3,9,5,910,20,0,1,103,3,62,no,no
3230,male,28,192.3,66.1,4900,SEK_III,other,2,7,6,740,19,0,4,101,2,88,no,no
3231,male,31,179.5,106.2,4800,SEK_III,evangelical-reformed,1,7,6,790,15,0,5,111,2,45,no,yes
3232,female,27,169,58.2,6300,obligatory_school,muslim,2,6,4,840,27,3,5,53,6,41,no,yes
3233,male,59,162.3,85.1,8700,SEK_III,catholic,1,7,5,1340,29,4,3,87,5,100,no,yes
3234,female,32,165,58.4,NA,obligatory_school,NA,0,6,6,NA,16,5,7,107,4,24,no,yes
3235,male,53,176.1,95.1,8e3,SEK_III,evangelical-reformed,2,10,4,780,45,0,6,72,3,69,no,yes
3236,male,29,159.1,94.6,3400,apprenticeship,other,0,7,3,210,56,6,2,74,4,65,no,yes
3237,male,35,181.8,97,NA,SEK_III,NA,2,7,7,NA,38,3,7,90,4,86,no,no
3238,male,48,168.9,56.9,9400,SEK_III,evangelical-reformed,1,6,3,760,58,1,6,88,1,58,no,no
3239,male,47,198,NA,6800,SEK_III,confessionless,1,6,5,60,67,0,4,68,0,39,no,yes
3240,male,31,184.1,NA,NA,apprenticeship,confessionless,2,7,5,NA,47,0,4,65,5,92,no,yes
3241,female,31,171,53.3,5800,apprenticeship,NA,2,5,7,900,22,0,4,85,6,33,no,no
3242,male,54,173.4,67.4,6400,SEK_III,evangelical-reformed,2,7,4,840,26,9,1,97,2,44,no,yes
3243,female,26,151.5,70.8,4200,apprenticeship,evangelical-reformed,2,6,7,310,30,3,0,88,6,56,no,no
3244,male,51,175.4,79,6800,SEK_III,other,1,8,4,850,0,4,5,87,4,62,no,yes
3245,female,40,171.7,72,9200,SEK_III,NA,2,6,9,630,25,7,1,65,6,50,no,no
3246,female,31,163.4,73.8,4600,SEK_III,catholic,1,7,6,550,26,0,2,81,3,80,no,yes
3247,male,70,166.7,84.5,12e3,SEK_III,other,2,9,4,810,51,2,5,113,3,44,no,yes
3248,female,37,160.7,62.4,4700,apprenticeship,evangelical-reformed,2,5,4,440,27,3,9,93,5,60,no,yes
3249,female,43,173.5,59.8,8600,SEK_III,catholic,3,5,2,1100,0,0,3,97,2,42,no,yes
3250,female,58,156.9,67.5,10700,SEK_III,catholic,1,8,5,1450,0,2,3,106,4,46,no,yes
3251,female,51,161.1,60.1,9100,SEK_III,evangelical-reformed,2,7,2,1010,30,4,5,97,2,67,no,yes
3252,female,24,178,62.4,3800,apprenticeship,evangelical-reformed,2,7,7,990,10,0,7,97,1,56,no,yes
3253,male,42,174.9,94,7200,apprenticeship,catholic,1,7,3,380,41,3,5,105,4,73,no,yes
3254,female,47,134.9,64,7900,apprenticeship,NA,2,6,6,760,22,0,7,79,7,53,no,yes
3255,female,54,166.4,64.4,9400,obligatory_school,catholic,2,5,7,1300,29,0,2,99,5,93,no,no
3256,female,55,171.8,59.1,8e3,apprenticeship,evangelical-reformed,2,7,5,1220,18,0,3,61,2,38,no,yes
3257,male,31,173.3,NA,7100,apprenticeship,catholic,2,7,2,850,35,5,8,93,4,36,no,yes
3258,female,53,150.5,64.9,9400,SEK_III,catholic,2,7,5,1050,9,0,6,51,6,81,no,yes
3259,female,53,161.7,73.8,10100,SEK_III,NA,1,7,2,970,32,0,10,76,7,84,no,yes
3260,male,31,162.3,102.9,4800,SEK_II,other,0,7,9,640,33,9,2,120,2,32,no,no
3261,male,24,161.9,84.5,6500,SEK_II,confessionless,0,10,6,560,57,0,0,79,5,83,no,yes
3262,female,62,166.5,56.9,NA,SEK_III,evangelical-reformed,1,6,2,NA,42,0,8,89,5,84,no,yes
3263,female,36,159,64.1,8400,SEK_III,other,2,5,8,800,24,0,4,97,5,42,no,no
3264,female,46,173.4,51.9,6900,SEK_III,catholic,1,7,6,920,18,0,4,100,5,63,no,no
3265,female,60,156.7,54.6,9600,SEK_III,catholic,2,6,6,900,28,0,6,84,3,72,no,yes
3266,female,56,150.6,NA,9800,SEK_II,confessionless,0,6,3,960,14,0,3,96,5,77,no,no
3267,male,65,169.6,84.1,NA,apprenticeship,confessionless,2,8,1,NA,39,5,2,93,2,56,no,no
3268,male,27,197.7,83,5300,apprenticeship,catholic,3,9,5,540,34,5,5,63,2,87,no,yes
3269,male,36,172.1,92.5,7e3,SEK_III,evangelical-reformed,1,9,9,1300,0,0,6,108,3,74,yes,yes
3270,female,52,167.2,51.4,8900,apprenticeship,catholic,0,7,5,630,37,3,2,96,5,78,no,yes
3271,male,20,190.2,78.7,2400,SEK_III,catholic,1,8,6,30,34,0,2,82,3,49,no,yes
3272,male,42,192,NA,7700,SEK_III,NA,3,7,5,1010,24,2,4,87,3,26,no,no
3273,male,65,188.1,93.3,9800,apprenticeship,confessionless,2,8,4,880,40,8,0,89,7,48,no,no
3274,male,34,179.3,72.4,NA,apprenticeship,evangelical-reformed,1,7,7,NA,43,3,7,105,2,59,no,no
3275,female,52,163.4,NA,NA,apprenticeship,catholic,1,8,9,NA,26,3,4,69,7,58,no,yes
3276,male,70,168.2,NA,NA,apprenticeship,catholic,2,7,7,NA,0,0,8,115,2,53,no,yes
3277,male,55,173.2,72.3,10500,apprenticeship,NA,0,7,6,930,56,0,9,96,7,79,no,yes
3278,female,45,158.7,59.3,9e3,SEK_III,confessionless,1,7,4,960,13,1,4,62,5,24,no,yes
3279,male,31,181,NA,6300,apprenticeship,confessionless,3,7,4,830,36,0,6,66,5,64,no,yes
3280,female,47,164.1,70.1,7500,SEK_III,NA,2,10,9,930,16,0,2,96,4,48,no,yes
3281,male,43,180.3,98.9,NA,SEK_III,confessionless,1,10,8,NA,18,1,5,54,3,100,no,yes
3282,female,57,152.9,60.9,8900,SEK_III,evangelical-reformed,1,6,6,1160,23,3,4,72,3,69,no,yes
3283,female,43,169.9,70.1,NA,apprenticeship,catholic,2,7,7,NA,25,0,2,91,6,51,no,yes
3284,female,23,161.9,64.1,2300,apprenticeship,other,2,7,6,260,23,0,8,103,6,52,no,yes
3285,male,29,186.2,94.9,5e3,obligatory_school,evangelical-reformed,2,5,5,260,24,11,5,97,3,100,no,no
3286,female,48,160.7,58.7,8600,apprenticeship,confessionless,3,8,3,1150,28,5,4,105,3,71,no,yes
3287,female,40,175.9,66.2,NA,SEK_III,NA,3,7,7,NA,18,0,6,81,7,87,no,yes
3288,female,39,172.6,67.2,6e3,apprenticeship,NA,1,7,6,600,36,0,5,83,4,20,no,no
3289,female,18,173.1,65.8,6200,obligatory_school,confessionless,2,6,6,380,24,4,2,97,5,116,no,yes
3290,female,45,161.2,69.3,9900,SEK_II,catholic,1,5,4,1080,0,0,3,114,3,39,no,yes
3291,male,31,204.7,78.3,8300,apprenticeship,NA,0,6,3,1110,34,0,4,131,2,74,no,yes
3292,female,71,163.8,50.7,12300,SEK_III,confessionless,0,7,7,1500,6,0,5,81,3,83,no,no
3293,male,30,187.3,96.9,5200,SEK_III,catholic,2,6,5,150,55,1,3,84,5,43,yes,no
3294,female,45,164.3,44.3,NA,obligatory_school,evangelical-reformed,2,7,7,NA,43,4,5,105,6,61,no,yes
3295,female,42,160.3,NA,5700,apprenticeship,catholic,0,7,5,760,25,7,4,60,3,52,no,no
3296,female,51,151.7,70.5,NA,SEK_III,catholic,1,8,6,NA,32,0,5,61,4,88,no,yes
3297,male,31,188.2,52,5500,apprenticeship,confessionless,0,6,7,690,16,0,2,55,2,41,no,yes
3298,male,53,183.2,72.9,10300,SEK_III,other,2,6,7,1150,18,0,0,69,4,73,no,yes
3299,male,22,159.3,NA,5400,obligatory_school,evangelical-reformed,2,7,7,180,71,9,2,88,2,25,no,yes
3300,female,71,155,69.6,9600,apprenticeship,other,1,7,4,1160,45,3,2,100,4,73,no,no
3301,female,53,162.7,76.3,7800,obligatory_school,confessionless,2,6,6,940,26,0,7,83,7,48,no,yes
3302,male,36,185.8,NA,7100,SEK_III,muslim,1,6,7,1340,23,3,5,83,1,48,no,yes
3303,male,19,190.5,78.1,5900,apprenticeship,NA,2,7,4,540,63,0,8,98,4,85,no,yes
3304,male,59,190.9,90.9,NA,SEK_III,catholic,2,7,2,NA,78,0,1,82,1,70,no,yes
3305,female,71,167.3,61.1,12100,SEK_III,confessionless,2,7,1,1430,19,1,5,87,6,27,no,no
3306,male,52,160.6,81.4,8800,apprenticeship,evangelical-reformed,1,8,6,850,39,0,8,84,1,36,no,yes
3307,male,49,185.4,90.9,9600,SEK_III,confessionless,1,5,4,370,29,0,2,35,5,57,no,no
3308,male,31,181.5,74.4,4200,apprenticeship,evangelical-reformed,1,7,5,-80,47,6,7,62,0,58,no,yes
3309,male,73,193.7,101.7,12300,SEK_III,catholic,1,7,8,990,54,0,4,76,2,63,no,yes
3310,male,40,182,84.4,6300,apprenticeship,confessionless,2,7,6,730,39,0,1,92,4,30,no,yes
3311,male,27,194.9,110.3,4900,apprenticeship,catholic,1,9,6,1150,0,5,3,81,2,59,no,no
3312,male,45,160.2,85,5e3,SEK_III,catholic,3,6,7,510,36,4,4,112,2,18,no,yes
3313,male,38,202.4,78.7,6600,obligatory_school,catholic,0,6,4,1070,30,0,2,102,4,57,no,no
3314,male,66,167.9,82.8,9100,SEK_III,confessionless,1,7,6,900,47,3,5,80,6,71,no,yes
3315,male,28,166,NA,4600,apprenticeship,other,5,6,2,340,39,0,2,111,2,31,no,no
3316,female,22,155.2,61.6,4300,apprenticeship,evangelical-reformed,3,7,3,440,28,0,3,89,4,44,no,yes
3317,female,31,167.8,NA,3300,apprenticeship,catholic,1,7,3,470,41,0,4,86,5,74,yes,yes
3318,female,64,152,69.1,NA,obligatory_school,confessionless,0,7,8,NA,0,0,6,114,6,70,no,no
3319,female,85,163.4,58.9,12400,obligatory_school,NA,1,5,7,1610,19,0,5,90,4,61,no,yes
3320,female,58,149,69.4,NA,SEK_II,catholic,2,7,6,NA,22,0,8,95,3,41,no,yes
3321,female,68,160.9,NA,NA,apprenticeship,catholic,1,6,4,NA,24,0,3,88,6,59,no,yes
3322,male,44,200.9,NA,9100,obligatory_school,NA,3,6,5,710,40,0,2,95,3,40,no,no
3323,female,40,185.8,58.7,NA,apprenticeship,other,4,9,2,NA,12,0,2,110,3,44,no,yes
3324,female,56,151.2,66.7,8800,apprenticeship,evangelical-reformed,2,5,5,1030,23,0,3,101,4,85,no,no
3325,male,35,185.4,70.3,6400,SEK_III,evangelical-reformed,3,7,7,380,44,0,0,98,4,61,no,no
3326,female,53,165.1,58.8,NA,apprenticeship,catholic,2,7,3,NA,37,0,5,98,3,66,no,no
3327,male,59,176.7,78.8,12600,SEK_III,muslim,2,10,5,1900,0,5,2,84,2,41,no,yes
3328,female,23,171.8,62,6e3,SEK_III,other,2,6,3,1050,7,0,1,109,4,77,no,yes
3329,male,25,188.1,96.2,7200,obligatory_school,catholic,4,6,7,1380,19,3,4,95,7,38,no,no
3330,female,48,185.6,52.5,8300,SEK_III,catholic,1,7,4,420,31,0,4,103,1,29,no,no
3331,female,31,169.6,NA,5300,SEK_III,catholic,2,7,5,470,23,7,2,64,4,79,no,yes
3332,male,41,180.2,83.6,7100,SEK_III,confessionless,1,7,6,1020,33,0,3,101,3,97,no,yes
3333,male,31,171.2,81.6,NA,SEK_III,evangelical-reformed,3,8,5,NA,54,4,8,101,3,9,no,yes
3334,female,64,152.5,57.3,11100,obligatory_school,other,1,8,3,1210,14,0,3,76,6,65,no,no
3335,male,26,174.2,95.3,3600,SEK_III,confessionless,1,7,6,-220,69,0,4,71,2,49,no,yes
3336,female,20,166.1,NA,3800,apprenticeship,catholic,1,6,7,580,19,0,9,103,2,87,no,yes
3337,female,86,149.8,61.1,13500,SEK_II,NA,3,9,3,1730,0,0,4,116,4,69,no,no
3338,male,36,172.7,98.8,5800,SEK_III,confessionless,2,6,4,1100,0,9,2,71,5,67,no,yes
3339,male,29,181.9,69.1,8200,SEK_III,evangelical-reformed,1,9,4,760,0,4,3,76,3,30,no,no
3340,male,31,169.5,NA,8100,SEK_III,evangelical-reformed,1,5,4,1060,0,0,2,101,2,56,no,yes
3341,male,42,173.6,98.6,5100,SEK_III,confessionless,2,7,5,230,60,4,3,66,4,22,no,yes
3342,male,47,197.9,70.9,7900,apprenticeship,NA,4,8,4,750,44,0,6,117,0,97,no,yes
3343,male,36,181.9,81.4,8200,SEK_III,catholic,1,5,2,760,33,0,4,102,4,110,no,no
3344,female,32,153.1,67.1,5100,apprenticeship,evangelical-reformed,1,5,5,40,23,0,2,101,8,45,no,no
3345,female,72,162.1,74.9,10500,SEK_III,confessionless,4,7,6,1050,20,0,3,96,2,54,no,no
3346,female,76,158.3,53.4,11900,obligatory_school,catholic,2,7,5,1470,8,3,7,73,3,89,no,yes
3347,female,47,163,56,NA,apprenticeship,NA,3,7,1,NA,32,0,6,54,2,25,no,yes
3348,female,41,149.6,56,1e4,SEK_III,NA,3,7,5,1200,29,0,9,77,5,52,no,yes
3349,male,32,180.9,82.9,6600,apprenticeship,other,3,7,5,1150,0,0,4,103,2,92,no,no
3350,male,57,177.3,NA,10300,apprenticeship,confessionless,1,8,5,860,31,0,4,57,3,43,no,yes
3351,male,46,204.6,99.7,7e3,apprenticeship,confessionless,3,7,8,300,47,7,4,84,1,61,no,yes
3352,male,64,168.7,69,11200,SEK_III,catholic,1,6,3,1020,48,1,2,60,6,23,no,yes
3353,female,31,149.5,63.9,5500,apprenticeship,catholic,2,7,6,700,28,0,1,74,4,67,no,no
3354,female,38,155.7,58.4,7300,obligatory_school,confessionless,1,7,8,700,29,0,2,113,1,64,no,yes
3355,female,39,157.5,NA,7700,SEK_III,other,3,6,5,740,30,1,5,61,6,48,no,no
3356,female,44,175.8,72,8100,SEK_III,confessionless,2,7,4,1040,37,0,2,70,6,74,no,no
3357,female,26,166.9,63.4,5100,apprenticeship,NA,1,7,3,520,44,6,7,115,5,71,no,yes
3358,male,26,206.4,64.3,6300,SEK_III,NA,1,7,6,510,49,6,2,55,3,75,no,yes
3359,female,47,146.5,78.3,9400,obligatory_school,confessionless,1,5,2,1170,20,5,0,58,5,93,no,yes
3360,male,37,170.9,73.4,5500,apprenticeship,NA,1,5,5,320,58,0,5,90,3,27,no,no
3361,male,30,167.5,80.7,5700,SEK_III,evangelical-reformed,2,6,6,420,0,0,1,78,4,21,no,yes
3362,female,36,179.6,73.7,NA,SEK_III,catholic,3,6,4,NA,16,0,4,87,6,22,no,yes
3363,female,58,170.4,73,9800,SEK_III,catholic,2,7,6,1300,41,4,2,79,4,38,no,yes
3364,male,55,191.5,75.9,7400,apprenticeship,NA,3,7,3,920,0,4,4,128,7,73,no,yes
3365,male,87,175.8,74.7,NA,SEK_III,catholic,5,7,3,NA,0,4,1,101,6,58,no,yes
3366,male,28,206.9,NA,6100,apprenticeship,confessionless,2,7,8,1250,5,0,4,101,4,89,no,no
3367,female,31,151,71.6,5800,apprenticeship,confessionless,2,5,2,640,28,0,3,87,2,68,no,no
3368,male,59,182.1,75.9,9900,SEK_III,catholic,2,5,5,900,51,4,0,90,3,38,no,no
3369,female,58,164.8,NA,9100,apprenticeship,confessionless,2,7,8,1130,0,10,4,101,8,63,no,no
3370,female,28,166.7,70.5,5e3,SEK_III,catholic,3,7,5,380,17,0,3,81,3,34,no,yes
3371,male,38,187,62.2,8e3,apprenticeship,catholic,3,7,8,490,53,0,8,98,4,104,no,yes
3372,female,35,169.4,68.9,6600,SEK_III,confessionless,1,6,5,480,19,0,0,83,5,81,yes,yes
3373,male,40,180.5,88,6700,obligatory_school,catholic,2,5,7,740,35,1,6,101,4,40,no,yes
3374,male,38,177.4,NA,5400,obligatory_school,evangelical-reformed,1,8,7,440,41,0,0,116,2,80,no,no
3375,male,67,206.3,60.1,9200,apprenticeship,NA,3,8,6,560,46,9,2,98,3,92,no,yes
3376,female,29,150.7,63.5,NA,apprenticeship,catholic,1,5,3,NA,25,0,0,112,6,40,no,no
3377,female,30,148.9,68.8,5e3,apprenticeship,NA,2,7,4,670,12,0,2,100,5,78,no,yes
3378,male,38,172.2,75,6600,SEK_III,confessionless,0,7,4,930,46,0,7,119,6,26,no,yes
3379,female,65,165.6,70.8,9500,obligatory_school,catholic,1,7,7,760,27,1,5,67,7,77,no,yes
3380,male,37,159,92.3,8400,obligatory_school,confessionless,2,5,8,-110,51,5,2,79,3,66,no,yes
3381,female,58,182.3,61.5,10100,apprenticeship,catholic,2,7,8,810,29,3,1,110,1,21,no,yes
3382,female,97,178.5,54.5,14700,obligatory_school,NA,2,5,8,1650,34,1,6,63,4,59,no,no
3383,female,30,179.6,54.6,NA,apprenticeship,catholic,1,6,7,NA,24,0,5,119,6,25,no,yes
3384,female,29,164,NA,4500,apprenticeship,evangelical-reformed,1,5,4,440,19,0,2,84,4,61,no,yes
3385,male,40,172.6,NA,NA,SEK_II,muslim,1,7,4,NA,55,5,4,83,3,17,no,yes
3386,male,31,190.7,73.5,2800,SEK_III,NA,3,7,6,140,62,0,2,88,6,40,yes,yes
3387,female,67,165.4,71.6,9900,apprenticeship,catholic,2,7,4,1200,0,0,2,88,5,71,yes,no
3388,male,51,194.5,79.4,7300,obligatory_school,confessionless,1,7,2,810,32,3,5,102,4,44,no,no
3389,male,64,181.4,93.2,NA,SEK_III,NA,5,7,4,NA,18,0,1,81,2,54,no,yes
3390,male,45,171.7,84.1,NA,SEK_II,confessionless,3,5,5,NA,50,4,3,98,1,82,no,yes
3391,male,29,173.1,63.4,7300,apprenticeship,NA,3,7,5,660,55,0,10,118,3,74,no,yes
3392,male,31,186.1,66.7,NA,obligatory_school,muslim,1,6,6,NA,47,0,8,90,5,77,no,yes
3393,female,30,151,78.2,4900,SEK_II,NA,3,7,3,650,13,6,6,70,5,64,no,yes
3394,female,59,164.1,71.8,7600,SEK_III,evangelical-reformed,2,9,8,1010,13,2,4,70,2,55,no,no
3395,female,73,162.3,66.5,10400,SEK_III,catholic,2,6,6,1460,0,4,5,85,4,79,no,yes
3396,male,42,178.6,NA,8700,apprenticeship,catholic,1,9,7,1150,0,0,9,108,3,55,no,no
3397,male,45,164.8,90.4,NA,SEK_III,evangelical-reformed,3,7,6,NA,26,2,5,70,1,63,no,no
3398,male,31,185.1,99.5,5600,apprenticeship,catholic,2,6,4,600,0,5,1,90,2,68,no,yes
3399,female,48,154.5,69.2,8100,SEK_III,catholic,0,6,5,1170,0,7,3,74,2,70,no,no
3400,female,53,172,68.3,10700,apprenticeship,confessionless,2,7,5,1080,17,0,5,114,7,86,no,yes
3401,female,50,179,54.8,8300,apprenticeship,catholic,2,7,6,1e3,0,8,2,91,3,82,no,yes
3402,male,34,180,84.9,7e3,SEK_III,confessionless,0,9,5,650,66,0,2,85,6,82,no,no
3403,female,36,149,83.4,4700,SEK_III,NA,1,7,6,420,16,3,7,69,9,58,no,yes
3404,female,63,180.3,71.4,11200,SEK_III,NA,2,7,4,1160,25,0,5,71,4,37,no,yes
3405,female,31,164.7,59.2,4e3,SEK_III,NA,2,7,9,550,0,5,0,89,6,35,no,yes
3406,male,50,150.5,77.8,6700,SEK_III,confessionless,2,7,4,220,50,2,4,103,2,77,no,no
3407,female,36,159.5,50.7,6900,SEK_II,confessionless,4,7,3,500,50,5,2,66,2,18,no,yes
3408,female,22,150.9,62.2,5600,apprenticeship,other,2,7,4,700,21,0,0,104,3,68,no,yes
3409,male,42,176.9,80.5,NA,apprenticeship,catholic,4,7,2,NA,53,0,1,90,4,90,no,yes
3410,male,58,170,77.6,8400,SEK_III,NA,1,7,5,830,34,9,2,79,4,36,no,no
3411,male,18,165.3,97.1,4500,SEK_II,confessionless,3,5,5,160,39,2,4,99,4,20,no,no
3412,female,43,180.3,65.2,8e3,apprenticeship,catholic,2,6,6,1080,13,0,7,85,6,86,no,no
3413,female,57,138.3,70.3,9600,SEK_III,confessionless,3,5,8,700,36,4,4,85,3,38,no,yes
3414,female,39,146.8,65.3,8400,SEK_III,evangelical-reformed,2,7,7,1040,14,1,6,109,3,81,no,no
3415,male,84,180.6,88.3,14400,SEK_III,catholic,1,9,9,1360,37,4,6,80,2,33,no,no
3416,female,27,167.3,73.5,6900,SEK_III,confessionless,0,7,4,800,31,6,0,105,5,55,no,yes
3417,female,58,157.8,63.4,NA,apprenticeship,other,2,6,5,NA,0,0,5,89,10,54,no,yes
3418,male,23,181.7,77.2,3200,apprenticeship,other,1,8,4,560,0,4,0,80,0,19,no,yes
3419,male,52,169.2,95.1,9300,SEK_III,confessionless,4,8,6,1490,14,0,5,39,4,95,no,no
3420,female,44,165.1,64.2,10900,apprenticeship,evangelical-reformed,3,6,3,1330,28,0,5,78,1,79,no,yes
3421,female,55,171.8,69,9100,obligatory_school,NA,2,7,5,1410,0,9,4,106,2,42,no,yes
3422,male,31,173.7,83.9,6200,SEK_III,evangelical-reformed,1,8,4,690,18,0,6,91,1,75,no,no
3423,male,55,157.7,54.7,6500,apprenticeship,catholic,2,6,4,660,37,8,7,97,4,78,no,no
3424,male,54,193.3,NA,10900,SEK_III,catholic,2,5,7,1190,51,4,4,111,5,77,no,no
3425,female,60,171.3,NA,11700,apprenticeship,catholic,2,7,5,1370,13,0,4,68,4,41,no,yes
3426,male,99,175.5,87.9,15400,SEK_III,catholic,0,6,7,1370,31,4,6,84,3,30,no,no
