murders,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
yes,18867,2.37,1.42,95.82,1.01,3.87,9.8,21.82,9.79,19.52,18867,100,30565,72.59,0.34,54.47,35.38,5.39,25.49,37949,15289,15498,10868,11000,17018,9443,1111,6.09,8.8,25.24,20.27,4.06,58.36,21.41,26.56,15.55,25.97,8.11,26.41,10.21,9.26,2.89,78.78,76.7,85.91,74.95,61.55,74.07,217,1.5,827,4.59,9.55,17.9,23.94,0.2,0.42,0.78,1.05,89.68,0.84,3.13,2.05,2.29,2.55,1.82,71.09,0.9,43.66,3,286,96.53,63.68,1.4,25.87,1954,0.5,0.13,75800,92800,117300,41500,350,451,530,180,511,27.2,20.9,13.4,0,0,4.38,78.95,62.09,76.31,93.17,4.5,4154.3,1.67,0
yes,46380,2.3,2.26,92.27,3.18,3.02,12.39,27.16,13.52,14.24,46380,100,21552,71.28,0.52,36.08,29.04,11.02,17.08,26927,12606,12985,7398,10265,8002,7421,7612,17.06,7.24,19.98,15.05,7.63,55.34,19.08,20.13,19.72,22.46,16.58,30.84,20.56,18.69,2.87,59.22,56.7,67.84,66.72,53.01,62.2,1321,3.64,2212,11.3,21.25,30.88,36.26,0.54,1.01,1.47,1.73,92.81,1.24,3.56,2.06,2.22,2.32,2.13,45.27,3.51,63.52,2,887,95.78,43.14,2.14,17.25,1961,4.89,0.42,47100,61300,82600,35500,269,332,389,120,393,27.2,18.1,11.7,185,23,4.77,33.21,40.77,72.92,79.06,14.6,3167.2,4.38,0
yes,17710,2.41,0.4,95.31,1.41,1.63,12.71,22.59,10.6,16.17,0,0,24685,66.93,0.12,46.43,34.75,8.42,21.68,30585,12919,12665,6199,27620,7293,7408,2395,13.89,5.96,20.41,14.37,7.46,53.27,15.71,23.61,14.6,23.36,12.29,24.84,15.85,14.17,2.9,68.28,66.6,77.49,69.06,59.77,67.55,258,1.74,728,8.79,18.27,19.09,20.74,0.36,0.75,0.78,0.85,96.06,0.42,3.69,2.38,2.34,2.43,2.21,62.4,2.32,47.98,3,473,93.96,60.14,2.33,22.62,1957,3.93,0.57,53600,69600,92500,38900,224,308,381,157,372,27,18.4,12.1,35,1,4.11,52.98,47.83,75.64,84.42,10.1,1748.6,2.51,0
no,11961,2.71,0.24,88.57,1.11,17.04,13.37,26.84,13.03,12.98,0,0,27230,73.45,1.88,33.34,28.75,13.22,18.4,30357,11994,12334,17759,17930,8531,8180,1486,12.63,12.32,30.95,9.97,10.34,54.22,19.74,18.37,17.94,18.21,12.03,24.17,16.32,14.31,3.12,70.31,67.82,80.88,74.89,54.16,61.73,248,2.51,976,14.24,20.59,30.64,37.7,1.16,1.68,2.5,3.08,86.3,3.08,5.56,4.07,2.67,2.62,2.73,55.37,7.42,49.8,3,185,95.98,56.37,1.08,21.08,1972,3.3,0.11,83000,108900,145000,62000,315,395,497,182,472,28.7,21.4,12.4,11,0,8.16,62.95,39.82,76.72,94.06,4.2,2853.3,0,0
yes,24461,2.59,12.6,86.59,0.42,0.69,13.34,25.4,13.06,15.22,0,0,25366,74.37,0.8,40.91,33.18,7.4,20.05,32414,12912,13637,8458,4982,5657,6514,2534,11.66,13.6,28.58,17.78,3.58,56.01,16.43,30.16,17.44,24.32,12.9,28.31,13.2,13.06,2.86,70.86,63.29,71.62,73.15,62.25,74.67,539,2.94,367,24.25,35.15,35.15,50.95,0.36,0.53,0.53,0.76,96.48,0.42,2.66,1.74,2.3,2.4,2.15,63.82,1.23,42.79,3,571,94.29,61.24,1.4,49.04,1958,8.16,0.42,46200,62700,85300,39100,208,284,357,149,359,24.1,17,12.6,30,0,1.5,71.49,49.22,69.15,86.45,20.5,1194.9,0.18,0
no,53310,2.41,1,89.44,7.66,3.3,11.92,28.05,12.26,7.87,53310,100,33951,85.31,0.56,50.18,16.87,3.35,11.81,41483,17107,17723,10977,15329,11975,9661,3402,6.45,2.73,8.52,35.99,3.79,73.08,19.14,21.33,8.87,34.37,10.56,29,16.23,13.57,3,76.1,76.78,85.98,77.81,60.33,70.19,540,1.62,5191,15.51,26.08,38.59,51.8,1.51,2.54,3.76,5.04,88.5,1.7,3.25,2.1,2.39,2.74,2.09,53.75,2.76,53.51,2,1983,91.77,46.98,0.35,4.99,1977,1.57,0.18,73500,89800,113500,40000,379,455,555,176,508,24.5,20.7,13.5,0,2,9.74,39.12,33.22,60.14,77.03,14.3,3722.8,5.08,0
no,50380,2.53,4.35,92.11,0.58,1.68,11.71,24.59,11.59,16.6,50380,100,31007,74,0.59,43.59,35.11,6.93,20.07,37634,14387,14552,13613,8929,10487,9639,3356,6.79,14.33,33.08,15.97,5.57,61.49,26.1,23.93,20.09,22.22,8.12,28.56,10.96,9.67,3.07,77.15,74.52,85.86,79.56,66.53,75.84,642,1.58,7424,7.09,9.47,11.54,17.96,1.04,1.4,1.7,2.65,77.71,4.88,4.02,2.75,2.48,2.79,2.01,67.91,1.73,52.31,2,858,95.88,60.35,1.63,39.16,1955,1.64,0.34,100600,122500,146200,45600,264,414,525,261,470,26.3,22.7,13.9,0,0,14.74,65.61,65.57,89.29,92.52,13.9,3629,3.57,0
no,24603,3.21,0.96,94.52,1.73,5.24,17.17,29.37,12.63,7.28,24603,100,35018,85.34,1.38,42.59,18.46,3.09,21.98,37446,11602,11621,10825,9056,14066,9657,1065,4.38,2.22,11.27,15.58,4.05,71.88,17.53,15.89,14.12,26.29,7.94,22.85,11.43,9.74,3.56,82.97,82.27,88.79,83.62,74.66,82.08,19,0.09,413,9.44,9.44,22.52,36.8,0.16,0.16,0.38,0.62,94.73,0.79,12.05,10.03,3.19,3.28,2.82,82.81,3.49,29.01,3,280,96.47,80.52,0.36,39.29,1972,1.48,0,56400,66300,76900,20500,261,299,387,126,382,22.5,19.2,12,0,0,1.68,69.93,54.35,79.94,91.41,7,3514.7,1.24,0
no,11676,2.84,3,84.87,7.18,12.5,13.9,30.28,14.04,8.7,11676,100,45171,85.19,0.9,48.9,18.88,2.3,15.78,47353,19361,19841,11200,21284,20012,13766,495,4.38,5.09,14.1,29.3,4.24,68.04,16.72,24.11,9.11,35.41,10.67,33.88,15.95,13.42,3.14,72.58,72.9,89.54,81.26,57.82,68.55,159,2.07,1422,8.58,16.88,30.03,34.53,1.04,2.06,3.66,4.21,82.39,1.42,5.56,3.99,2.74,2.82,2.68,44.41,5.81,52.98,2,166,96.12,43.23,3.01,12.65,1967,0.8,0.37,237300,296400,371700,134400,670,780,920,250,829,26.4,20.3,11.4,23,0,12.18,44.84,44.21,61.48,83,4.2,2798.7,0.15,0
yes,78122,2.8,54.99,44.22,0.43,0.83,17.83,30.27,15.79,9.77,78122,100,21885,75.12,0.61,25.35,24.18,15.66,14.02,26230,10496,16157,5904,8438,17650,6736,21011,27.52,14,33.63,17.83,10.85,55.03,16.04,24.85,16.38,24.26,11.74,35.73,17.3,14.81,3.25,52.66,45.35,53.14,55.34,58.45,67.35,6865,10.59,752,13.83,17.15,28.59,33.11,0.13,0.17,0.28,0.32,96.42,0.5,7.09,5.11,2.69,2.71,2.68,47.41,7.49,47.5,3,2677,91.25,47.16,5.94,30.71,1966,11.68,0.72,40400,56200,80300,39900,138,218,310,172,332,26.8,18.6,13.1,39,0,0.96,76.48,49.34,80.58,90.05,57.5,1359.8,1.76,12.17
no,15440,2.86,0.31,98.63,0.64,0.49,13.92,27.4,12.29,8.39,0,0,36091,84.9,0.81,47.33,22.69,3.41,12.51,41312,14482,14580,6426,4444,7238,7344,746,5,7.84,18.63,16.75,5.18,69.13,24.87,21.76,18.97,19.55,8.72,29.13,10.57,9.66,3.22,79.12,79.48,92.03,76.62,75.41,80.26,177,1.42,158,25.32,25.32,32.91,32.91,0.26,0.26,0.34,0.34,96.83,0.61,4.2,3.17,2.76,2.98,2.17,78.24,1.63,37.23,3,144,97.4,72.34,0.69,20.83,1968,1.44,0.22,69500,83700,97400,27900,344,408,454,110,442,27.2,20.9,11.3,0,0,1.02,76.9,51.79,80.72,91.57,9.4,1641.9,1.69,0
no,10034,3.06,0.58,93.94,1.45,0.99,35.63,54.39,43.25,6.54,0,0,16478,85.18,2.69,46.97,18.73,3.97,8.99,26422,8342,8611,8695,3513,4746,3380,2341,30.65,6.81,13.14,44.25,6.8,58.31,3.08,48.68,7.67,35.54,4.38,59.21,7.39,5.96,2.98,70.33,71.64,85.17,67.65,63.87,71.4,173,3.27,170,55.88,61.18,67.06,70.59,0.95,1.04,1.14,1.2,95.94,0.67,4.06,2.35,2.32,2.68,2.02,52.96,2.5,53.3,2,153,95.54,45.95,0.65,37.91,1965,4.03,0,39800,51600,69400,29600,181,244,316,135,286,33.2,20.5,12.1,0,0,1.69,57.8,26.93,42.29,76.89,3.2,3131.7,0,0
yes,13683,3.05,0.57,97.48,0.67,2.86,13.63,23.66,10.17,4.41,13683,100,55050,92.02,2.72,49.27,10.38,1.51,9.23,56985,20231,20313,24163,13926,14223,19096,344,2.55,3.44,9.95,29.93,2.9,73.66,16,17.54,7.4,33.1,5.76,19.17,7.96,6.87,3.22,90.35,88.24,97.54,93.38,62.11,65.69,12,0.13,307,0,0.98,8.79,16.61,0,0.02,0.2,0.37,95.63,0.43,3.1,2.74,3.02,3.04,2.88,88.1,1.34,14.54,3,305,93.64,87.52,1.64,44.26,1983,1.18,0.04,80700,115800,160200,79500,378,447,574,196,580,26.2,23.1,12.5,0,0,2.24,52.12,36.42,68.61,81.78,19,721.2,0.09,0
yes,13645,2.23,4.05,94.94,0.73,0.56,11.4,21.92,9.69,17.06,13645,100,27366,72.6,0.36,40.47,33.48,5.57,24.34,34347,14422,14628,10127,0,10125,28967,1560,11.48,6.53,17.43,22.6,4.83,57.95,12.15,29.01,8.73,31.41,9.75,22.71,15.21,12.8,2.81,70.64,69.48,78.24,69.89,68.73,72.56,145,1.29,132,15.91,15.91,23.48,30.3,0.15,0.15,0.23,0.29,97.61,0.56,1.92,1.24,2.22,2.3,2.06,69.54,0.47,48.6,3,514,92.26,67.16,1.95,44.94,1953,4.28,0.38,47500,61100,78800,31300,211,276,346,135,350,23.1,15.7,11.4,6,0,0.97,79.27,59.3,87.59,93.21,5.4,2517.5,1.83,0
no,11739,2.82,0.94,97.5,0.74,0.79,14.27,29.74,13.76,7.71,0,0,37783,83.51,1.8,46.18,21.53,4.82,11.2,42062,15018,15056,3581,39821,3186,15101,578,5.08,8.37,18.38,12,4.65,71.72,26.93,18.24,19.8,21.71,8.05,30.43,10.08,9.1,3.2,80.14,80.64,88.58,86.74,74.2,81.34,307,3.19,62,0,0,0,41.94,0,0,0,0.22,96.98,0.49,4.02,2.98,2.74,3,2.12,77.37,2.11,39.06,3,177,95.92,70.67,0.56,33.9,1972,1.03,0.48,73100,86200,98600,25500,354,445,498,144,487,23.7,22.4,12.1,0,0,0.53,79.72,52.94,75.59,93.54,27.4,428.6,0.59,0
yes,110330,2.74,1.81,77.9,18.1,6.26,16.76,30.88,16.61,5.28,110330,100,56307,88.86,0.52,55.05,10.67,2.39,7.47,64717,25332,27926,14930,16063,16717,17344,6948,6.44,1.39,4.88,52.85,3.32,72.24,17.21,28.57,3.81,47.57,7.85,34.85,13.56,10.84,3.13,80.78,81.17,91.98,79,55.89,65.47,589,1.02,24629,15.76,25.82,38.89,50.01,3.52,5.76,8.68,11.16,74.45,3.5,3.82,2.67,2.69,2.79,2.51,64.94,4.83,48.4,3,1964,95.35,62.46,0.15,13.65,1980,0.2,0.16,228600,294700,379600,151000,758,913,1001,243,925,29.3,26.6,12.3,10,0,22.32,39.22,35.2,65.4,80.85,43.8,2516.4,0.61,0
yes,11591,2.57,46.2,53.46,0.16,0.46,15.66,25.39,12.12,15.87,0,0,14579,60.44,0.28,24.86,34.33,16.06,13.61,18239,8539,12563,3880,18000,3600,2600,4248,37.49,15.74,35.93,15.95,10.95,45.99,16.89,27.53,17.05,23.55,9.99,30.53,15.05,12.94,3.12,50.4,45.15,60.11,47.17,56.86,66.47,1178,10.71,73,0,9.59,9.59,9.59,0,0.06,0.06,0.06,97.84,0.37,5.54,3.81,2.51,2.42,2.64,59.48,4.17,41.2,3,458,90.78,61.56,1.75,59.83,1961,10.46,0.62,29000,41700,59700,30700,103,173,246,143,234,27.9,22.1,13.6,1,0,0.63,81.78,62.07,83.31,87.82,7.6,1532.4,0.62,0
no,43063,2.97,1.57,96.52,1.52,1.23,12.69,24.19,11.32,9.11,43126,100,46756,86.16,0.26,57.57,23.08,3.73,16.93,51081,17479,17569,15157,12049,15758,12993,1476,3.52,4.44,15.07,26.08,3.53,68.25,17.63,25.62,10.68,31.65,6.38,27.81,9.11,7.81,3.3,85.63,83.78,92.42,89.96,55.1,69.13,307,1.02,1552,4.45,8.05,15.85,26.8,0.16,0.29,0.57,0.97,93.47,0.57,5.61,4.43,2.88,3.16,2.05,81.96,0.93,29.02,3,461,96.91,74.63,0.43,14.97,1965,0.31,0.17,112200,138800,177300,65100,477,581,685,208,656,25.2,23.3,12.8,9,0,3.6,68.58,59.6,83.38,89.88,20.1,2142.8,3.54,0
yes,25312,2.6,39.97,59.43,0.3,0.61,14.7,26.81,13.54,12.78,25338,100,20478,71.03,0.39,20.51,31.38,10.49,16.82,24575,9954,12650,5925,11618,2674,10541,5533,22.21,18.64,40.9,10.62,8.83,55.08,26.86,22.11,22.48,18.53,12.83,28.56,16.74,14.99,3.12,58.74,51.31,67.6,66.22,61.25,68.13,1739,7.62,243,6.17,6.17,9.88,47.74,0.06,0.06,0.09,0.46,96.65,0.55,5.45,3.86,2.55,2.62,2.48,56.47,4.73,50.57,2,1068,90.12,55.09,2.34,33.15,1964,8.87,0.49,31900,46900,66400,34500,99,196,296,197,290,26.5,17.9,12.7,0,0,0.96,53.48,57.5,83.27,87.97,21.1,1197.4,0.82,0
no,22113,3.27,4.77,88.62,1.76,8.61,13.48,27.89,9.82,1.74,0,0,42743,95.62,0.24,36.73,6.38,1.33,5.44,43743,14070,14592,11297,12010,10021,9313,630,2.85,2.61,10.07,21.46,4.49,80.02,20.78,14.48,10.97,25.15,6.98,20.03,9.94,8.47,3.51,88.01,86.39,93.56,89.42,72.49,76.89,91,0.76,1123,6.95,13.18,27.43,32.86,0.35,0.67,1.39,1.67,89.96,1.61,5.84,5.11,3.27,3.21,3.45,75.93,4.65,11.41,3,380,94.69,77.2,0.26,32.63,1980,1.41,0.08,59800,70300,85200,25400,484,534,588,104,687,24.7,23.1,13.5,0,0,5.06,48.16,42.45,60.44,83.45,12.1,1825.7,0.48,0
no,19971,2.43,0.41,98.44,0.87,0.8,9.93,20.16,9.1,13.07,19971,100,53333,79.68,0.96,61.31,24.41,2.71,15.51,65024,30615,30753,28315,0,11880,21912,663,3.34,1.24,4.38,53.71,3.37,69.09,13.17,30.33,3.45,47.57,7.34,27.43,10.71,9.15,2.93,84.49,84.64,93.64,79.48,54.89,67.21,36,0.27,1022,9.69,10.96,17.22,26.03,0.5,0.56,0.88,1.33,94.55,0.22,2,1.36,2.41,2.61,1.91,77.68,0.36,34.95,3,511,94.15,71.83,0.78,44.03,1942,0.5,0.22,204700,257200,361100,156400,508,687,909,401,760,24.8,21.6,13.9,19,0,5.12,65.66,66.82,86.17,90.9,4.7,4254.9,6.87,0
no,10448,2.59,0.85,95.76,0.55,3.43,12.94,25.51,12.27,9.42,4192,40.12,35828,82.54,1.51,49.57,23.05,5.94,21.49,40457,15275,15363,11137,29316,0,9363,678,6.52,4.49,15.44,14.46,4.53,68.21,18.14,20.03,13.28,23.16,10.7,24.96,12.2,11.46,2.99,78.8,77.65,81.8,76.28,75.27,75.31,103,1.22,132,0,0,0,0,0,0,0,0,96.74,0.21,3.18,2.43,2.58,2.65,2.28,83.25,1.86,38.1,3,151,96.4,81.04,1.99,36.42,1968,1.71,0,54500,72100,90800,36300,283,375,453,170,431,22.3,17.2,12.4,0,0,1.26,83.62,55.57,68.52,94.61,34.5,303.2,0,0
no,15696,3.83,0.05,97.69,0.77,2.4,20.03,30.7,13.79,7.26,15696,100,29624,80.03,2.42,42.13,24.26,5.68,19.1,31851,8620,8666,0,8758,6969,5354,1221,8.08,6.87,16.35,20.05,6.09,61.51,15.74,30.26,14.82,27.91,4.6,28.84,7.03,5.85,4.12,86.56,85.47,94.22,87.42,60.28,67.56,39,0.29,236,13.98,13.98,24.58,42.37,0.21,0.21,0.37,0.64,96.12,0.55,24.41,20.8,3.7,3.82,3.36,77.74,6.47,30.29,3,126,97.02,75.44,3.97,46.83,1969,1.81,0.5,52500,64300,77900,25400,252,304,378,126,384,24.4,21.3,12.3,0,0,1.5,78.03,59.24,85.85,91.48,6.4,2469.5,0.89,0
yes,42355,4.58,0.53,38.18,1.29,87.53,20.41,36.99,18.83,3.79,42355,100,23819,85.24,0.38,10.17,13.89,15.54,8.47,23308,6125,6998,5121,4385,4820,5672,10875,26.08,48.23,73.66,1.72,13.37,56.22,35.96,9.99,41.63,6.87,6.26,44.16,12.46,9.28,4.64,68.79,61.95,77.71,73.79,43.06,47.29,2987,9.09,22068,17.75,28.62,36.92,49.17,9.25,14.91,19.24,25.62,16.25,30.37,34.87,30.87,4.52,4.21,4.61,20.98,59.49,85.9,2,302,96.84,22.52,2.65,23.18,1960,10.34,0.89,127000,165200,214400,87400,450,542,638,188,605,32.3,29.7,11.7,0,0,52.1,38.62,41.95,86.67,88.58,2.6,16265.4,6.68,0
yes,11553,2.05,16.71,78.47,3.7,1.72,18.2,53.03,32.36,4.06,11553,100,19799,93.23,1.18,45.93,7.46,2.95,6.06,35632,12604,13305,9891,3972,11261,9382,3392,29.43,3.41,11.13,56.72,4.87,71.79,6.32,49.06,4.71,38.35,8.26,58.22,10.76,9.6,2.75,64.9,65.5,81.65,71.09,67.81,69.44,345,8.12,746,45.04,59.52,70.38,71.18,2.91,3.84,4.54,4.6,92.67,1.89,1.04,0.44,2.05,2.39,1.94,28.37,1.56,75.95,2,471,92.29,24.3,0.85,18.9,1977,3.19,0.25,69700,90700,113300,43600,331,384,461,130,463,34.1,24,15.4,7,0,6.46,48.55,16.96,40.73,69.73,3.7,3156.6,9.72,0
yes,11992,3.53,0.21,75.43,0.87,59.3,16.91,29.82,14.65,10.03,0,0,33482,78.32,1.12,31.36,27.62,12.31,14.62,36204,10674,11410,0,10018,11174,7883,1553,13.23,25.33,43.22,8.59,6.59,61.72,13.86,15.33,22.36,15,7.21,30.79,9.92,8.53,3.82,79.38,73.2,87.97,86.42,60.3,68.08,202,2.23,2985,14.2,22.38,30.12,36.55,3.54,5.57,7.5,9.1,50.69,18.56,17.99,14.82,3.45,3.26,3.76,58.67,22.82,51.63,2,128,96.37,62.09,0.78,21.09,1968,4.2,0.8,158200,189700,230900,72700,401,561,724,323,649,31.6,25.3,11.2,0,0,24.87,54.69,50.82,84.01,92.29,2.7,4383,0.37,0
no,13993,2.81,0.08,99.52,0.25,0.7,13.2,20.6,10.18,14.26,11360,81.17,36132,74.9,0.14,53.66,32.77,4.53,24.45,40434,15261,15303,0,7100,0,11058,567,4.05,3.07,12.54,26.83,4.29,58.59,15.46,28.35,10.35,33.51,4.13,22.2,4.87,4.51,3.15,91.48,89.98,97.37,83.62,55.58,64.42,48,0.45,317,7.57,7.57,7.57,13.88,0.17,0.17,0.17,0.31,93.11,0.42,3.72,3.11,2.81,2.88,2.09,93.36,0.7,16.31,3,92,98.19,91.09,1.09,53.26,1958,1.01,0.16,56600,73900,101800,45200,260,316,378,118,396,22.6,20.5,12.6,0,0,2.27,78.11,70.62,92.64,95.51,21.9,639.9,0,0
yes,25992,2.7,8.44,86.65,0.6,7.59,14.61,27.19,13.33,12.33,25992,100,31266,76.73,0.3,34.13,30.87,7.95,19.99,36654,13748,14677,8313,8786,6394,7017,2954,11.53,10.98,30.16,11.64,6.41,61.39,25.79,20.31,18.4,20.15,10.54,29.76,13.61,12.19,3.16,65.95,60.05,65.13,71.51,54.72,68.74,1246,6.42,863,8,15.53,18.08,23.64,0.27,0.52,0.6,0.78,90.25,1.51,5.57,4,2.67,2.78,2.48,65.7,2.49,47.68,3,510,94.98,63.15,5.88,44.31,1957,5.13,0.98,50800,70500,94700,43900,246,403,479,233,478,27.4,20.5,13.8,45,0,3.32,70.48,60.6,87.01,92.35,43.9,592.4,1.56,0
no,21756,2.42,0.22,91.62,1.04,8.6,12.82,23.96,11.63,15.36,0,0,22806,70.87,2.34,40.79,33.8,9.64,16.48,29345,12215,12815,17596,7780,9188,5040,4028,18.89,9.9,25.4,17.08,9.15,56.25,8.76,24.4,15.5,25.31,11.44,26.34,15.66,13.7,2.98,69.09,67.08,75.27,76.87,61.4,71.51,299,1.63,1370,12.48,27.45,31.02,45.4,0.79,1.73,1.95,2.86,89.21,2.92,4.89,3.1,2.36,2.49,2.2,58.17,4.2,54.22,2,467,95.06,55.13,3.43,29.12,1958,5.29,0.54,51300,66500,87200,35900,234,316,392,158,355,27.9,18.6,11,56,4,6.28,53.19,43.84,74.18,90.44,6.3,3438.1,0.17,0
yes,152466,2.45,33.67,64.97,0.97,0.64,13.77,26.7,13.56,13.57,152488,100,22197,72.7,0.52,30.1,29.87,9.76,14.79,27487,12332,15070,7144,10194,11128,12923,26803,18.18,12.71,31.04,18.24,6.9,56.09,18.02,23.37,17.19,24.71,13.36,30.6,16.68,15.18,2.99,59.57,52.66,65.52,61.86,60.61,66.87,8607,7.21,2574,18.3,23.39,34.42,43.28,0.31,0.39,0.58,0.73,96.49,0.45,4.27,2.78,2.37,2.52,2.19,57.71,2.85,56.42,2,7424,89.33,54.23,4.3,34.47,1961,7.15,0.37,37600,54100,75800,38200,177,271,361,184,360,25.7,19.5,13.7,150,2,1.69,63.33,53.12,84.4,88.15,122.7,1242.6,3.06,7.01
yes,14903,2.35,27.56,71.41,0.38,1.96,11.77,22.27,10.95,21.61,0,0,20213,64.65,1.06,36.06,42.96,9.09,22.04,24225,11457,13620,5827,20315,17962,7395,2854,19.62,12.38,33.58,13.66,7.76,50.09,11.45,26.74,14.4,21.31,12.45,23.83,15.62,14.22,2.86,57.25,50.73,54.49,51.45,59.78,70.98,748,5.39,485,21.86,24.12,32.58,38.35,0.71,0.79,1.06,1.25,94.86,0.65,4.2,2.73,2.28,2.14,2.48,54.11,4.16,62.53,2,978,86.65,57.67,6.65,29.04,1971,10.13,0.31,42100,54900,76400,34300,193,275,344,151,358,25.6,18.7,11.5,44,0,3.25,41.55,48.94,74.5,85.28,9.3,1604.5,0.67,0
yes,11804,2.28,4.35,91.05,1.06,5.69,10.89,18.64,8.68,23.42,0,0,16600,48.41,0.1,26.22,49.6,22.96,23.99,20998,9531,9679,7842,7370,9129,5860,2595,22.15,10.62,38.79,5.26,12.8,34.84,3.79,21.69,15.05,17.56,16.84,19.44,18.56,17.75,2.8,55.92,50.72,48.36,80.37,51.14,55.79,257,2.34,373,1.61,8.85,15.28,16.89,0.05,0.28,0.48,0.53,94.94,0.19,4.53,2.86,2.27,2.15,2.49,62.24,6.51,78.1,2,2136,70.8,65.59,1.31,57.4,1971,10.41,0.49,51000,68200,94600,43600,251,323,394,143,437,34,25.1,14.6,6,25,3.16,58.06,40.94,66.21,93.29,10.7,1101.9,0.57,0
yes,12756,2.44,22.62,76.87,0.36,0.35,12.94,21.61,10.53,19.79,0,0,21319,60.37,0.23,36.1,45.01,8.85,22.46,28927,13149,14871,6185,30000,45390,8119,2487,19.92,12.26,29.67,17.34,5.75,46.99,7.85,27.3,11.38,30.62,9.46,24.97,11.13,10.42,3.01,70.42,63.1,70.59,75.95,52.44,60.18,330,2.91,178,0,0,7.3,11.24,0,0,0.1,0.16,97.11,0.09,4.28,2.88,2.39,2.43,2.29,71.3,1.68,39.72,3,770,87.18,70,2.21,65.84,1945,7.96,0.58,27300,44700,67000,39700,143,213,287,144,278,30.9,17,11.7,9,0,1.4,70.09,68.32,87.72,91.24,8.7,1461.5,1.25,0
no,29151,2.8,0.84,95.04,3.76,1.49,13.83,23.24,11.5,9.68,24155,82.86,61070,82.17,0.6,62.65,21.94,3.64,15.21,70757,26327,26442,29957,31504,22929,19743,854,2.93,2.98,8.78,52.49,4.05,66.8,21.25,34.18,4.51,53.69,4.58,27.45,7.71,6.24,3.26,87.08,86.89,93.69,86.82,53.32,66.84,217,1.03,2062,12.71,16.59,22.02,30.55,0.9,1.17,1.56,2.16,90.5,1.08,4.3,3.34,2.8,3.07,1.98,82,0.58,28.03,3,477,95.62,74.58,0.84,24.32,1961,0.43,0.31,201400,254800,332600,131200,357,594,794,437,659,26.4,22,13.9,0,0,7.07,64.87,68.34,80.57,90.94,32.1,907.4,2.64,0
yes,51555,2.63,0.38,92.74,1.23,11.09,13.28,25.97,11.43,8.66,51524,100,32534,83.17,1.11,43.44,20.12,4.42,12.66,37968,14037,14483,11807,10866,9799,7202,3984,7.82,6.1,15.48,20.45,5.98,68.92,23.61,18.79,13.99,26.2,10.78,25.04,14.55,12.75,3.11,76.18,74.61,82.98,79.27,62.01,70.8,641,1.68,1970,14.01,24.16,32.89,45.03,0.54,0.92,1.26,1.72,91.09,1.66,4.25,3.04,2.61,2.74,2.39,65.38,2.89,40.55,3,910,95.56,62.23,1.1,21.43,1973,3.95,0.32,70800,85900,102400,31600,322,392,490,168,466,25.5,22.6,13.7,0,0,3.82,39.89,43.09,74.15,83.89,13.6,3786.4,1.68,0
no,14288,2.55,0.8,98.04,0.78,1.31,11.33,25.03,11.4,13.1,11217,78.51,39864,80.07,0.16,52.16,27.07,3.76,19.15,46980,18031,18053,21172,12000,18092,14005,649,4.56,8.73,20.88,18.61,4.71,66.91,28.76,21.64,12.65,26.49,7.93,28.22,9.48,8.73,3.04,82.09,80.96,89.36,83.92,53.82,71.52,139,1.42,512,4.1,5.47,12.7,21.29,0.15,0.2,0.45,0.76,89.72,0.58,2.56,1.89,2.55,2.72,2.13,76.15,0.95,41.47,3,273,95.35,71.48,2.2,43.96,1959,1,0,138400,166200,196400,58000,346,517,607,261,600,23.8,22.9,12.9,0,0,3.58,77.2,65.56,85.28,95.23,15.1,946.4,1.39,0
