id,geschlecht,alter,groesse,gewicht,einkommen,bildung,konfession,kinder,glueck,fitness,essen,alkohol,tattoos,rhein,datause,arztbesuche,wandern,fasnacht,sehhilfe
2953,f,31,172.2,77.5,6000,sek II,katholisch,2,5,5,350,31,0,5,111,4,68,nein,ja
2954,f,48,171.4,NA,7700,sek III,andere,1,5,4,990,21,0,2,71,7,75,nein,nein
2955,f,54,164.5,57.8,8700,lehre,evangelisch-reformiert,2,9,5,1270,29,0,0,103,1,61,nein,ja
2956,m,27,178.2,82.2,6200,sek III,katholisch,4,4,4,470,24,0,2,114,5,49,nein,ja
2957,f,52,162.4,54.1,8600,obligatorisch,evangelisch-reformiert,3,6,6,540,37,0,1,83,2,75,nein,ja
2958,f,71,168.7,NA,10700,lehre,NA,1,6,7,1110,0,1,4,75,6,73,nein,nein
2959,f,56,164.4,71.4,6900,obligatorisch,NA,1,6,4,430,17,2,3,60,5,79,nein,ja
2960,f,49,169.5,75.9,8100,sek III,katholisch,3,8,8,890,38,11,4,111,4,51,nein,ja
2961,f,42,155.7,65.8,NA,sek III,katholisch,1,5,4,NA,36,2,3,105,5,64,nein,ja
2962,m,47,188,62.7,6600,sek II,konfessionslos,2,7,4,620,31,0,3,124,2,82,nein,ja
2963,m,86,196.6,70,14400,sek III,konfessionslos,0,5,6,1070,44,0,1,116,4,102,nein,ja
2964,m,62,160.3,92.9,12200,lehre,evangelisch-reformiert,1,5,6,1180,0,2,3,74,4,43,nein,ja
2965,f,63,168.8,56.6,11200,lehre,evangelisch-reformiert,1,6,8,1210,0,0,3,93,3,60,nein,nein
2966,m,26,177.6,84.4,5500,sek II,konfessionslos,2,5,6,540,0,4,1,93,3,62,nein,ja
2967,f,28,144.9,68.9,6600,sek III,muslimisch,0,10,5,990,30,1,2,70,3,61,nein,nein
2968,f,54,170.2,NA,NA,sek II,katholisch,1,7,4,NA,28,0,7,94,7,93,nein,ja
2969,m,49,181,74.8,9700,sek III,konfessionslos,1,4,5,1000,41,5,5,76,5,62,nein,nein
2970,f,49,144.4,59.2,7100,lehre,konfessionslos,3,6,4,620,32,4,7,105,5,99,nein,nein
2971,f,57,164.5,NA,10200,sek III,konfessionslos,0,5,9,1060,0,4,6,54,6,85,nein,nein
2972,m,75,194.7,64.2,10800,sek III,katholisch,1,6,8,940,29,5,4,95,1,58,nein,ja
2973,f,35,150.3,58.1,7900,lehre,andere,0,5,5,1090,0,0,2,68,5,49,nein,ja
2974,f,60,161,65.7,10500,lehre,evangelisch-reformiert,2,3,6,1210,12,6,5,64,6,71,nein,nein
2975,f,42,175.5,59.4,8900,sek III,NA,1,3,7,790,0,0,5,109,11,83,nein,nein
2976,f,73,169.8,71.5,12200,sek III,konfessionslos,1,7,4,1580,32,2,4,76,3,53,nein,nein
2977,m,24,184.9,68.1,4100,sek III,evangelisch-reformiert,1,3,5,10,57,0,5,112,2,50,nein,ja
2978,f,49,176.6,77.8,7300,lehre,katholisch,3,5,5,750,32,1,4,60,5,46,nein,nein
2979,f,87,172.4,NA,13800,sek III,NA,3,6,5,1340,24,0,2,96,8,47,nein,ja
2980,m,53,163.6,88.5,8000,lehre,NA,1,7,5,850,50,0,6,78,3,48,nein,nein
2981,m,67,160.6,80.5,NA,lehre,konfessionslos,2,4,7,NA,62,1,4,55,3,16,nein,nein
2982,m,73,186.9,89.7,14200,sek III,NA,2,4,7,1500,0,0,4,80,2,43,nein,nein
2983,m,33,193.7,98.8,NA,lehre,katholisch,1,7,6,NA,74,0,3,106,4,79,nein,nein
2984,m,68,165.6,84.3,11300,lehre,katholisch,1,6,4,1120,35,0,5,106,4,62,nein,ja
2985,f,58,169,55.7,8900,obligatorisch,katholisch,1,7,4,1060,14,0,5,151,5,33,nein,nein
2986,m,45,174,84.1,7500,sek III,katholisch,3,10,7,360,79,6,5,72,5,59,nein,ja
2987,f,51,151.2,NA,6700,sek III,katholisch,1,5,7,1020,3,0,4,115,3,68,nein,ja
2988,m,27,168.2,NA,5400,lehre,konfessionslos,1,7,4,640,29,0,3,103,5,77,nein,nein
2989,f,44,184.1,53,6200,lehre,evangelisch-reformiert,1,5,4,750,25,0,3,94,3,48,nein,ja
2990,m,73,169.6,95.8,11100,sek III,andere,1,6,6,510,33,5,6,81,4,34,nein,nein
2991,f,40,181.1,64.4,NA,lehre,evangelisch-reformiert,3,7,3,NA,30,8,0,113,6,63,nein,ja
2992,m,39,190.4,NA,4900,obligatorisch,evangelisch-reformiert,1,5,7,350,50,6,0,66,4,59,nein,ja
2993,f,32,160.1,NA,5700,sek III,katholisch,1,3,2,820,24,4,8,142,8,33,nein,ja
2994,m,48,179.5,NA,10200,sek III,konfessionslos,0,8,3,1150,40,3,2,89,5,52,nein,nein
2995,m,27,174.2,79.7,5700,lehre,NA,1,4,3,100,49,0,3,117,4,86,nein,ja
2996,m,45,175.3,NA,NA,sek III,konfessionslos,0,6,6,NA,33,0,6,56,3,48,nein,ja
2997,m,19,177.5,89,5500,sek III,katholisch,2,5,8,570,30,5,4,82,5,55,nein,ja
2998,f,73,170.3,NA,13800,sek III,NA,1,5,7,1410,27,0,6,82,2,61,nein,nein
2999,m,23,175.4,82.3,5900,lehre,evangelisch-reformiert,2,4,7,220,0,0,5,76,6,30,nein,ja
3000,m,39,191.4,72.2,5800,sek III,katholisch,2,7,4,800,24,9,1,100,2,49,nein,ja
3001,m,84,184.4,NA,13200,obligatorisch,andere,3,8,3,1350,7,0,5,92,2,67,nein,ja
3002,m,38,169.3,NA,4100,lehre,muslimisch,2,9,3,760,18,0,3,116,2,38,nein,ja
3003,f,27,157.8,57.6,5100,lehre,konfessionslos,2,4,6,470,0,0,2,103,5,69,nein,nein
3004,f,43,166.2,58.9,7000,sek III,katholisch,2,5,6,1220,24,0,4,96,3,80,nein,ja
3005,m,73,195.4,78.8,NA,sek III,katholisch,1,2,2,NA,64,5,6,97,4,96,nein,nein
3006,f,47,167.7,67.1,8100,sek III,konfessionslos,3,7,5,1180,15,2,1,58,5,73,nein,ja
3007,m,32,178.4,77.8,5400,sek III,evangelisch-reformiert,1,7,6,270,68,0,4,67,2,50,nein,ja
3008,m,73,180.2,77.2,11100,obligatorisch,katholisch,3,6,7,810,49,0,6,111,2,104,nein,ja
3009,m,73,193.7,102.7,13100,sek II,katholisch,1,4,4,1370,38,0,1,83,1,72,nein,ja
3010,f,73,155.7,57.2,11400,sek III,evangelisch-reformiert,2,5,4,1570,6,0,5,85,3,52,nein,nein
3011,m,42,195.8,86.9,7400,lehre,konfessionslos,1,9,4,800,40,5,1,102,5,25,nein,ja
3012,f,39,161.9,61.7,6300,lehre,konfessionslos,2,7,5,750,21,0,5,74,4,46,nein,nein
3013,m,33,172.2,75.1,6000,lehre,NA,1,6,3,280,64,10,2,77,3,81,nein,ja
3014,f,39,161.9,67,5700,obligatorisch,evangelisch-reformiert,2,5,4,570,22,8,8,48,3,64,nein,nein
3015,m,32,185.9,66.1,NA,sek III,katholisch,2,7,5,NA,0,0,3,77,5,75,nein,ja
3016,m,52,183.2,83.8,5600,sek III,evangelisch-reformiert,1,9,5,1160,0,5,3,94,2,57,nein,ja
3017,m,31,178.2,93.8,5800,sek II,katholisch,1,6,8,690,25,9,9,101,5,70,nein,ja
3018,m,20,181,97.1,NA,sek III,NA,2,8,3,NA,52,0,7,107,4,53,nein,nein
3019,f,21,172.7,45.7,1900,lehre,evangelisch-reformiert,2,8,7,340,24,3,0,80,4,60,nein,ja
3020,f,23,142.9,41.9,3600,sek III,konfessionslos,1,5,4,550,0,6,5,74,7,71,ja,ja
3021,m,36,170.5,93.3,6900,lehre,evangelisch-reformiert,2,8,3,850,30,0,5,126,3,64,nein,nein
3022,m,73,185.1,83.3,12200,obligatorisch,NA,2,7,7,890,55,0,0,71,3,55,nein,ja
3023,f,62,172.9,NA,10600,lehre,katholisch,1,2,1,1100,0,0,7,138,5,80,nein,ja
3024,m,84,170.8,89.3,13100,lehre,NA,0,4,6,930,60,0,3,97,4,62,nein,ja
3025,f,59,167.8,64.7,8700,obligatorisch,katholisch,3,5,4,1250,0,0,3,114,4,66,nein,ja
3026,f,73,149,64.8,12700,lehre,konfessionslos,1,5,6,1790,0,0,1,73,2,34,nein,ja
3027,m,50,174.6,94.8,6100,lehre,katholisch,1,2,4,340,21,6,0,91,2,57,nein,ja
3028,f,56,160.4,68.3,8900,sek III,katholisch,4,6,6,640,46,8,4,110,1,65,nein,ja
3029,f,18,163.1,66.8,4300,sek III,andere,3,9,8,970,12,4,2,104,4,79,nein,nein
3030,f,73,155.1,63.4,NA,lehre,konfessionslos,1,6,7,NA,13,8,3,98,5,62,nein,ja
3031,f,73,144.4,NA,12400,obligatorisch,NA,3,8,7,1270,0,0,9,85,6,49,nein,nein
3032,f,21,163.1,NA,3700,lehre,katholisch,1,9,5,930,0,0,6,93,6,77,nein,nein
3033,m,63,175.4,85,9200,lehre,katholisch,2,9,5,1110,39,0,2,107,3,8,nein,ja
3034,f,62,163.4,67.4,10600,sek III,konfessionslos,3,4,7,830,26,0,5,106,2,26,nein,ja
3035,m,41,163.7,97.4,6200,sek III,andere,1,4,4,780,0,0,2,98,1,43,nein,ja
3036,f,39,168.8,67.9,6800,sek III,NA,2,6,8,1010,0,0,1,106,1,86,nein,nein
3037,f,25,179.5,65.4,NA,lehre,konfessionslos,1,6,5,NA,25,0,4,110,4,77,nein,ja
3038,m,73,162.9,85.1,12200,sek III,konfessionslos,1,7,6,890,39,6,1,46,3,41,nein,nein
3039,f,54,169.1,68.6,8300,sek III,konfessionslos,2,3,3,600,20,6,3,52,3,82,nein,nein
3040,f,32,174.7,54.5,6100,sek III,konfessionslos,2,6,6,330,21,0,7,64,2,54,nein,nein
3041,f,45,151.5,40.3,NA,sek III,NA,3,5,9,NA,24,0,0,103,6,65,nein,ja
3042,f,73,186,78.4,12900,sek III,NA,1,2,6,1330,0,1,0,84,3,60,nein,ja
3043,m,64,195.2,NA,NA,sek III,andere,0,9,4,NA,63,4,5,66,1,58,nein,nein
3044,f,54,161.9,63.6,8200,lehre,konfessionslos,1,8,3,700,35,4,7,104,5,65,nein,ja
3045,m,27,186.6,100.5,3900,sek III,evangelisch-reformiert,1,6,7,430,56,0,8,114,1,64,nein,nein
3046,f,42,164.3,NA,5600,sek III,konfessionslos,1,9,6,830,31,0,2,101,3,10,nein,nein
3047,f,53,153.6,60.2,7700,sek II,katholisch,2,6,4,870,0,7,0,64,4,56,nein,ja
3048,f,41,178.3,63.6,NA,lehre,katholisch,3,5,7,NA,0,0,1,52,5,58,nein,ja
3049,f,53,171.8,56.9,9200,lehre,NA,1,7,6,1520,0,0,10,77,6,59,nein,ja
3050,f,61,170.7,64.8,10300,lehre,katholisch,3,9,4,1480,11,4,8,110,5,40,nein,nein
3051,f,42,160.5,55.8,9500,lehre,konfessionslos,1,6,5,1090,27,0,8,102,7,65,nein,ja
3052,m,51,186.5,75.9,NA,obligatorisch,katholisch,1,6,6,NA,29,0,1,77,2,43,nein,ja
3053,m,73,167.6,70.4,10000,sek III,evangelisch-reformiert,2,6,3,590,72,0,0,71,2,78,nein,nein
3054,f,22,149.9,66.3,3700,lehre,konfessionslos,1,6,4,670,11,0,6,92,2,76,nein,nein
3055,m,60,177.7,101.6,6600,sek III,evangelisch-reformiert,1,6,5,550,53,0,0,86,4,72,nein,ja
3056,f,28,169.7,59.8,NA,sek III,NA,1,8,3,NA,0,0,7,84,6,65,nein,ja
3057,m,56,161.2,86,11900,lehre,katholisch,2,2,8,480,67,5,7,94,5,69,ja,ja
3058,m,38,160.6,94.7,3700,lehre,katholisch,3,4,9,-30,67,0,7,59,5,41,nein,nein
3059,f,48,171.5,74.9,8100,lehre,muslimisch,0,6,6,890,29,0,7,77,3,14,nein,ja
3060,f,42,172.4,52,7200,sek III,evangelisch-reformiert,1,7,6,810,30,4,4,93,4,56,nein,ja
3061,f,45,167.2,74.1,NA,sek II,evangelisch-reformiert,2,5,6,NA,16,0,5,88,3,50,nein,nein
3062,m,67,177.4,89.7,11900,lehre,konfessionslos,1,7,6,1030,36,0,6,54,4,64,nein,ja
3063,m,34,176.9,94.8,5700,sek III,evangelisch-reformiert,1,6,7,650,36,0,3,86,2,73,nein,nein
3064,m,80,180.8,78.2,11800,lehre,katholisch,1,4,5,1130,51,0,5,68,4,38,nein,ja
3065,f,27,175.3,NA,2700,obligatorisch,evangelisch-reformiert,1,8,4,720,15,1,1,73,7,48,nein,ja
3066,m,55,181.1,87.5,9000,lehre,katholisch,2,8,6,1130,48,0,3,84,4,16,nein,ja
3067,m,57,171.7,83.3,10800,lehre,andere,2,7,3,1020,42,2,4,51,3,39,nein,ja
3068,m,22,181.5,81.2,5000,lehre,evangelisch-reformiert,1,8,4,670,47,0,5,78,5,35,nein,ja
3069,m,25,200.9,73,7200,sek III,andere,1,5,6,460,29,0,8,68,1,30,nein,ja
3070,m,89,170.9,80.4,15200,lehre,evangelisch-reformiert,3,6,6,1390,48,0,6,76,3,28,nein,ja
3071,f,59,154,61.8,8000,lehre,muslimisch,3,8,5,820,32,1,4,111,3,56,nein,nein
3072,f,26,170,NA,4100,lehre,katholisch,3,2,3,150,37,0,6,102,1,71,nein,ja
3073,m,34,166.5,84.1,5800,lehre,andere,1,6,8,400,36,0,2,38,3,36,nein,ja
3074,m,73,171.8,84.3,11700,sek III,konfessionslos,1,6,9,1000,38,1,5,103,5,34,nein,nein
3075,f,46,165.3,54.7,6200,sek III,katholisch,1,5,3,550,29,0,7,70,3,53,nein,ja
3076,m,50,180.7,82.2,9700,obligatorisch,andere,0,6,6,1090,26,7,2,77,5,68,nein,ja
3077,f,36,158.8,69.6,7200,obligatorisch,NA,2,8,5,980,26,0,3,63,6,57,nein,nein
3078,m,73,184.6,86.2,13100,sek III,NA,0,5,4,810,47,0,5,111,3,35,nein,ja
3079,m,44,189.8,56.7,7900,lehre,katholisch,2,6,6,650,45,0,6,74,3,47,nein,nein
3080,m,79,184.4,88.4,NA,sek III,evangelisch-reformiert,2,7,6,NA,0,0,6,46,4,29,nein,ja
3081,f,36,154.7,60.4,NA,lehre,evangelisch-reformiert,4,7,4,NA,27,0,3,38,2,62,nein,nein
3082,f,48,169.3,68.9,7800,obligatorisch,katholisch,1,6,4,720,26,2,1,102,4,35,nein,nein
3083,f,26,155.2,62.2,5200,sek III,konfessionslos,4,5,7,520,17,0,5,93,7,57,nein,ja
3084,f,67,150.3,56.8,10800,lehre,katholisch,1,7,6,1010,26,0,2,119,2,60,nein,ja
3085,m,91,175.5,97.7,NA,lehre,katholisch,1,8,2,NA,29,3,5,106,4,54,nein,ja
3086,m,34,179.6,92.5,6100,lehre,evangelisch-reformiert,3,2,1,-40,35,0,3,86,4,44,nein,ja
3087,m,46,161.1,88.6,6000,obligatorisch,andere,1,7,3,770,22,7,5,113,2,95,nein,nein
3088,m,58,172.2,85.4,9300,sek III,evangelisch-reformiert,2,9,4,890,29,5,1,58,2,93,nein,ja
3089,f,71,177.7,72.8,NA,lehre,evangelisch-reformiert,1,9,6,NA,20,0,1,104,3,38,nein,nein
3090,m,29,179.1,75.8,5000,sek III,NA,2,8,5,800,0,8,4,83,2,52,nein,ja
3091,f,67,163.7,54.3,10900,obligatorisch,NA,1,6,7,950,29,4,2,78,6,38,nein,ja
3092,f,67,155.2,56.4,11100,sek III,NA,2,4,2,1290,19,5,5,116,2,81,nein,ja
3093,f,50,164.8,63.6,10000,lehre,andere,1,7,5,1360,0,0,0,92,5,60,nein,ja
3094,f,39,169.9,61.8,7000,obligatorisch,katholisch,2,5,4,1080,12,2,6,77,5,81,nein,nein
3095,f,52,178.2,61,8900,sek II,katholisch,3,7,6,890,28,2,3,117,8,28,nein,ja
3096,f,73,167.6,65.7,12500,sek II,andere,1,6,5,1540,30,0,0,78,7,69,nein,ja
3097,f,60,164.2,65.9,6900,lehre,evangelisch-reformiert,1,10,3,830,31,0,1,90,5,62,nein,ja
3098,m,77,196,NA,12100,sek III,katholisch,1,7,9,670,51,0,0,118,5,49,nein,ja
3099,f,67,165.4,71.6,10200,lehre,katholisch,2,4,4,1070,0,4,2,88,5,71,ja,nein
3100,f,37,161.7,65.3,7200,obligatorisch,katholisch,3,3,6,520,27,4,1,100,3,41,nein,nein
3101,m,73,175.8,69.7,10800,sek III,katholisch,2,7,7,1010,40,0,0,91,1,6,nein,ja
3102,m,49,193.3,68.2,8300,sek III,evangelisch-reformiert,2,9,8,1460,0,5,5,93,5,80,nein,ja
3103,f,61,171.2,48.6,9400,lehre,katholisch,2,6,8,700,27,3,3,88,3,85,nein,nein
3104,m,35,180.7,87,6700,lehre,konfessionslos,2,3,4,740,0,6,8,79,3,77,nein,ja
3105,m,23,178.7,79.9,4100,sek III,katholisch,1,8,9,-140,101,5,3,53,4,110,nein,ja
3106,f,25,163.5,69.1,5800,sek III,evangelisch-reformiert,1,8,9,520,28,6,5,87,3,67,nein,ja
3107,m,36,170.4,97.2,6200,sek III,evangelisch-reformiert,0,4,1,500,44,0,5,66,6,32,ja,ja
3108,f,18,174.2,65.3,3800,obligatorisch,katholisch,1,9,7,990,0,0,6,77,3,89,nein,ja
3109,f,50,160.7,64.9,8000,obligatorisch,evangelisch-reformiert,0,7,3,660,36,3,7,88,2,77,nein,nein
3110,m,59,159.3,70.8,11600,sek III,andere,1,4,7,1180,49,5,0,112,3,80,nein,ja
3111,m,39,175.4,75.8,7500,sek III,andere,2,6,5,660,56,7,4,107,5,68,nein,ja
3112,f,54,174.9,77.6,7900,obligatorisch,evangelisch-reformiert,1,7,6,1200,12,4,6,58,4,80,nein,ja
3113,f,25,179.8,NA,3000,obligatorisch,evangelisch-reformiert,2,7,6,280,34,0,1,123,6,38,nein,ja
3114,f,28,147.6,65.3,3500,lehre,evangelisch-reformiert,1,8,9,460,27,4,9,58,4,49,nein,ja
3115,m,32,180.7,90.5,6900,obligatorisch,NA,2,5,5,630,48,0,2,69,3,44,nein,ja
3116,m,41,180.2,83.6,7500,sek III,konfessionslos,1,7,6,790,33,6,3,101,3,97,nein,ja
3117,f,42,176.3,75.5,5600,lehre,NA,3,5,7,720,31,3,3,97,2,64,nein,ja
3118,f,65,171.7,56.6,NA,lehre,konfessionslos,3,6,5,NA,19,3,4,99,3,66,nein,ja
3119,f,37,156.4,NA,5400,obligatorisch,muslimisch,0,1,3,620,7,1,8,130,3,60,nein,ja
3120,m,20,183.4,NA,2800,lehre,NA,2,6,5,370,18,8,5,101,3,91,nein,ja
3121,f,22,186.7,70.8,5628.038803348318,lehre,katholisch,1,7,4,550,40,0,1,139,2,34,nein,ja
3122,f,73,171.9,53.1,NA,lehre,konfessionslos,0,3,7,NA,12,0,5,72,3,66,nein,nein
3123,m,28,188.3,88.3,5800,lehre,muslimisch,1,5,4,-30,45,2,2,61,3,38,nein,nein
3124,f,41,142.2,63,NA,lehre,konfessionslos,1,7,5,NA,31,0,2,71,2,49,nein,ja
3125,m,39,173.4,88.7,8100,sek III,konfessionslos,4,6,3,970,27,7,3,88,5,18,nein,nein
3126,m,49,185.4,90.9,NA,sek III,konfessionslos,1,5,4,NA,0,2,2,35,5,57,nein,nein
3127,f,36,193,68.9,6000,sek III,NA,2,7,6,550,34,0,3,97,5,92,nein,nein
3128,f,65,150.6,70.4,8300,sek III,konfessionslos,1,6,4,1210,28,1,5,112,3,46,nein,ja
3129,f,73,153.3,54.6,11700,obligatorisch,evangelisch-reformiert,2,9,4,1410,15,0,7,59,4,103,nein,ja
3130,m,28,163.6,89.3,4600,sek III,konfessionslos,2,3,4,260,33,1,3,104,2,33,nein,nein
3131,f,21,168.9,60.7,3900,lehre,NA,4,8,5,770,29,0,3,73,5,54,nein,ja
3132,m,41,167.7,95.1,7600,sek II,NA,1,4,3,730,28,0,6,70,3,72,nein,ja
3133,f,35,160.9,64,5800,sek III,muslimisch,0,6,3,340,36,4,4,79,6,20,nein,nein
3134,f,39,150.7,48.2,7200,sek III,evangelisch-reformiert,1,8,6,1070,0,2,5,56,2,48,nein,nein
3135,f,36,155.7,72.9,7700,sek III,NA,3,8,7,1050,0,0,5,66,2,66,nein,ja
3136,m,55,178.8,88.7,9800,sek III,katholisch,1,7,9,840,37,4,4,94,2,92,nein,ja
3137,f,47,167.1,NA,7100,lehre,katholisch,2,8,8,1100,20,1,6,75,6,47,nein,ja
3138,m,56,171.4,96,7800,sek III,evangelisch-reformiert,2,6,8,980,29,0,4,48,2,52,nein,ja
3139,f,73,169.5,61.9,NA,lehre,evangelisch-reformiert,1,5,2,NA,31,3,2,62,3,95,nein,nein
3140,f,22,182,56.3,NA,sek III,katholisch,2,2,3,NA,48,2,2,74,5,44,nein,ja
3141,f,51,175.6,65.4,9600,obligatorisch,katholisch,1,5,7,1140,12,5,3,87,3,63,nein,ja
3142,m,50,168.3,86.2,8200,obligatorisch,katholisch,1,6,5,920,44,0,2,95,2,91,nein,ja
3143,m,73,197.1,95.8,NA,obligatorisch,evangelisch-reformiert,1,7,5,NA,28,0,5,86,1,80,nein,nein
3144,f,36,168.7,NA,4600,lehre,katholisch,1,9,3,870,0,2,0,48,6,46,nein,ja
3145,m,73,174.9,81.8,10800,obligatorisch,katholisch,1,8,9,1320,23,6,7,106,0,68,nein,nein
3146,f,18,177,64.6,NA,lehre,katholisch,3,5,6,NA,33,0,0,107,3,71,nein,ja
3147,f,86,153.6,59.8,11600,lehre,katholisch,2,9,6,1400,40,3,3,86,6,29,nein,nein
3148,m,77,165.5,94.4,15200,sek III,NA,3,5,3,1530,40,0,7,51,2,52,nein,ja
3149,f,23,172.7,79.1,3200,sek III,evangelisch-reformiert,3,6,6,390,22,0,10,115,4,38,nein,ja
3150,m,58,187.1,71.2,10000,sek III,NA,2,3,7,830,37,0,3,74,2,44,ja,ja
3151,m,42,169.6,104,5800,lehre,evangelisch-reformiert,0,7,3,590,56,5,5,94,3,61,nein,nein
3152,m,31,156.5,88.4,5600,sek II,katholisch,2,9,9,780,14,5,2,85,0,43,nein,nein
3153,f,46,174.7,45.8,NA,obligatorisch,konfessionslos,2,10,2,NA,41,0,7,96,3,35,nein,ja
3154,f,73,157.8,75.2,12200,lehre,katholisch,1,6,7,1500,34,6,4,127,5,73,nein,ja
3155,m,68,180.6,83.7,10100,sek III,konfessionslos,2,8,4,600,61,0,4,88,3,70,nein,nein
3156,f,84,152.2,64.4,13900,lehre,katholisch,4,4,4,1230,36,5,2,128,3,25,nein,nein
3157,f,75,164.5,NA,9100,sek III,konfessionslos,2,9,4,1110,39,3,2,78,3,93,nein,nein
3158,f,64,171.6,61.9,11700,sek III,konfessionslos,2,3,7,670,38,6,4,104,7,50,nein,ja
3159,m,22,173.7,NA,4400,lehre,konfessionslos,1,8,6,670,41,0,4,82,1,24,nein,ja
3160,f,63,170.1,80.3,11300,sek III,katholisch,3,4,7,1330,28,0,1,99,5,97,nein,ja
3161,f,54,160.1,66.7,9400,lehre,evangelisch-reformiert,1,8,5,1270,27,0,2,74,7,59,nein,nein
3162,f,86,153.3,65.3,13500,lehre,NA,2,3,2,1190,29,4,3,103,5,40,nein,ja
3163,f,39,169.9,62.6,9000,obligatorisch,katholisch,1,7,6,890,25,0,2,128,7,26,nein,ja
3164,f,27,164.2,62.2,5200,lehre,muslimisch,3,7,5,570,37,0,5,87,6,52,nein,ja
3165,m,58,177.5,79.3,7600,sek III,evangelisch-reformiert,2,9,7,500,61,7,3,62,3,79,nein,nein
3166,f,42,173.7,63.2,7400,obligatorisch,katholisch,2,6,7,500,23,0,3,109,6,62,nein,ja
3167,m,67,167.4,82.8,11400,sek III,konfessionslos,0,3,4,590,70,4,10,78,3,90,nein,ja
3168,m,73,187.8,86.6,NA,sek III,evangelisch-reformiert,4,8,6,NA,26,0,1,98,1,42,nein,nein
3169,m,73,162.8,NA,11200,sek III,konfessionslos,1,4,2,1060,5,2,2,123,2,70,nein,ja
3170,f,73,151.8,NA,NA,sek III,katholisch,1,7,4,NA,26,0,5,71,3,52,nein,ja
3171,f,46,157.6,66.1,8600,sek III,konfessionslos,3,7,3,1070,0,0,4,108,5,30,nein,ja
3172,f,42,155,54.8,7500,lehre,andere,2,9,4,1190,18,0,0,86,4,67,nein,ja
3173,f,20,152.5,55.2,4300,sek III,NA,1,7,3,220,29,2,5,111,9,77,nein,ja
3174,f,73,157.6,NA,14200,sek II,katholisch,2,8,6,1050,32,0,5,103,7,70,ja,ja
3175,m,60,186,79.7,NA,sek III,evangelisch-reformiert,1,4,4,NA,34,0,3,85,6,72,nein,ja
3176,f,61,155.2,NA,11800,obligatorisch,katholisch,5,5,8,1470,0,0,8,80,5,64,nein,ja
3177,f,33,177.6,56.4,6900,obligatorisch,konfessionslos,3,10,7,1000,26,7,0,79,6,84,nein,ja
3178,f,46,157.9,NA,7300,obligatorisch,evangelisch-reformiert,3,9,5,680,21,0,3,97,3,26,nein,nein
3179,m,79,181.5,98.2,12800,sek III,konfessionslos,1,7,4,1310,29,3,2,136,2,88,nein,ja
3180,f,40,164.9,61.2,7400,sek III,evangelisch-reformiert,2,6,9,430,27,0,4,84,3,81,nein,ja
3181,m,55,171,101.3,10000,sek III,NA,1,3,2,1010,28,0,0,87,4,56,nein,nein
3182,m,32,182.6,74.4,8700,lehre,konfessionslos,2,8,5,920,26,3,6,129,1,88,nein,nein
3183,m,53,183.2,72.9,NA,sek III,andere,2,6,7,NA,18,0,0,69,4,73,nein,ja
3184,f,73,160.5,68,10000,obligatorisch,NA,1,5,5,1110,0,10,4,83,10,57,nein,ja
3185,f,59,154.7,64.6,11100,sek II,katholisch,1,2,7,830,27,0,5,82,2,31,nein,ja
3186,f,68,153.9,NA,10400,lehre,NA,1,7,6,1490,0,0,4,79,3,50,nein,ja
3187,m,47,157.3,NA,NA,lehre,katholisch,3,6,4,NA,23,3,5,108,4,37,nein,ja
3188,f,52,180.2,60,9200,lehre,katholisch,4,3,3,990,16,0,5,81,6,43,nein,nein
3189,m,50,179.6,55.8,11200,sek III,konfessionslos,2,5,6,670,47,0,5,66,5,108,nein,ja
3190,m,53,166.1,102,9700,lehre,NA,3,5,7,770,54,5,2,72,4,56,nein,nein
3191,m,46,171,NA,7500,sek III,konfessionslos,1,9,5,970,28,0,0,114,2,15,nein,ja
3192,m,52,189.3,69.5,8200,obligatorisch,NA,1,9,6,740,66,5,6,59,1,60,ja,ja
3193,f,39,167,40.9,6500,sek III,katholisch,2,5,4,490,30,0,6,78,6,82,nein,ja
3194,f,19,176.7,58.5,4200,lehre,katholisch,1,7,1,570,0,7,4,114,5,67,nein,ja
3195,f,75,155.4,53.6,NA,lehre,katholisch,2,8,9,NA,20,4,8,124,3,89,nein,nein
3196,m,44,170,66.9,8700,sek III,muslimisch,2,4,6,590,39,0,2,64,3,42,nein,ja
3197,f,45,150.7,59.5,9500,obligatorisch,katholisch,3,2,5,730,30,2,0,76,4,66,nein,nein
3198,f,41,147.8,67.7,9400,obligatorisch,katholisch,0,5,8,1080,31,5,2,119,5,47,nein,nein
3199,f,73,167.6,55.8,11000,obligatorisch,katholisch,3,6,6,970,0,3,3,58,3,38,nein,ja
3200,f,46,178.9,60.9,NA,lehre,katholisch,1,9,2,NA,25,0,1,107,7,70,nein,ja
3201,f,99,169.5,65.1,17400,lehre,muslimisch,3,9,1,1850,32,0,6,69,5,107,nein,ja
3202,f,68,164.6,NA,11700,obligatorisch,evangelisch-reformiert,0,7,5,1430,0,0,1,85,5,95,nein,ja
3203,m,73,172.3,97.1,13100,obligatorisch,NA,1,7,8,1650,29,0,4,62,3,54,nein,ja
3204,f,52,167.8,79.9,8700,sek III,konfessionslos,2,3,4,1100,0,4,3,121,5,74,nein,nein
3205,f,29,157.5,67.4,6500,lehre,konfessionslos,1,6,3,140,50,8,8,95,5,65,nein,ja
